time,value
126,82.54289327090646
127,92.0428234731592
128,105.26268019803814
129,92.27965802685934
130,75.02988091390051
131,102.71444031536585
132,82.81633510702684
133,111.4851222032961
134,84.80502013001819
135,136.4483834315243
136,87.08800650794686
137,96.27793775187737
138,120.93844741956472
139,79.32084876726817
140,108.43662882599784
141,129.72177041106397
142,73.96414183608616
143,108.16833545302052
144,105.79355045158754
145,118.45080918290985
146,80.3681049707607
147,78.13142801930948
148,114.08240018362787
149,108.42390817408334
150,108.15919346246484
151,109.89331331641108
152,91.02972125204789
153,107.95343656636622
154,109.28494360265422
155,88.81139262178647
156,143.3089985252601
157,112.26861786735593
158,80.98758622077258
159,116.14115033286645
160,84.74614581062711
161,121.43659504694288
162,128.38537999927527
163,86.93384956845308
164,124.39683007344816
165,111.01793125935099
166,118.0788615713621
167,143.5255969612068
168,96.28166108639219
169,88.14188143426925
170,86.01936570719111
171,89.0257780340219
172,101.79083785907667
173,109.7203236374453
174,109.43977936621776
175,118.01676179919838
176,103.49582144485912
177,134.95430805049088
178,96.29832032884059
179,165.94645766986417
180,116.24330299285384
181,86.17628003429508
182,83.3617426472876
183,115.1529207941387
184,98.76254616496708
185,118.03802717370593
186,112.22934544124264
187,100.69888142791655
188,87.61152105613627
189,74.14173379451232
190,94.34064279829838
191,120.383737334623
192,107.80669083962617
193,79.97075163583402
194,107.53115009436023
195,110.3448006788431
196,85.83418030821201
197,105.11936981132621
198,103.72326936374702
199,81.82427563815543
200,432.89202462540794
201,448.1985139253373
202,495.20570535550183
203,493.1017970810891
204,300.79177701628555
205,333.3688558413155
206,444.49007748346395
207,443.91412538308424
208,443.48619113225635
209,772.088723320197
210,450.62927041260536
211,498.9477038361725
212,483.2405871647686
213,455.68305330627635
214,380.62179119485353
215,466.15089593206125
216,343.6724128804993
217,385.0046102946911
218,365.5942364996534
219,409.8006286739859
220,608.8127879995355
221,268.0369701476549
222,461.66665192200753
223,285.7315602757308
224,367.7295161072748
225,494.3480856915005
226,407.1693243907981
227,321.30076607097146
228,347.87806575741547
229,460.3094238346733
230,345.0119464998175
231,422.03365477003393
232,406.4960464640949
233,352.1434231735874
234,591.8894078033778
235,453.6660784210016
236,258.2165736365304
237,418.1287239947272
238,350.51896721859043
239,472.80615837272154
240,341.77491270947746
241,395.5427640119394
242,444.15943957480124
243,473.7554008054218
244,312.493390230616
245,376.414741870093
246,363.209780658557
247,352.3867228721266
248,556.4727193903851
249,436.75078398654125
250,310.33755313334007
251,480.92540300933456
252,590.5177947685322
253,488.7546329923299
254,293.2577029007012
255,365.258423154013
256,510.78707666657624
257,348.36550195366425
258,439.4915417516664
259,467.2265955293524
260,331.708700663433
261,397.70528564587283
262,185.68911540345198
263,324.7030440809968
264,382.3368647902627
265,309.5116271472813
266,543.996993757925
267,298.27390019555264
268,365.92002785693796
269,414.61912542900626
270,527.8570230928888
271,294.3044381419953
272,501.1222122356252
273,403.4476228777225
274,326.92523314977393
275,440.0446197371756
276,417.97269885001907
277,358.17596146922506
278,409.5393345166248
279,374.04033361775953
280,412.85460443483464
281,456.5950703110333
282,539.4186223897318
283,310.5928834916238
284,590.6198676731993
285,262.78856157655065
286,390.7090218592951
287,451.0750242529998
288,426.506135105939
289,355.1793204937777
290,386.16251328997396
291,365.6914547169556
292,356.15915938377475
293,474.47139826167637
294,432.6641803640475
295,349.17818076865086
296,478.53124280042033
297,426.7105800758675
298,471.59597582329724
299,454.77113513177426
300,338.9066070182499
301,360.48973720126395
302,464.31293564835073
303,451.91136738201493
304,399.7729908158653
305,413.0472634755445
306,510.4624726542978
307,358.8289099074746
308,445.88312326365184
309,388.68457164837156
310,385.98606163397875
311,495.6346773289563
312,471.2136374289404
313,471.12709870586673
314,514.2177695336379
315,405.78537385809057
316,459.5307047724912
317,378.71402307497345
318,428.99003128320413
319,392.59935888526485
320,411.105111837209
321,450.31924118200413
322,338.87210026510076
323,588.6465841946613
324,326.7377588056698
325,311.5779435903224
326,501.03218699434717
327,469.18751650644714
328,453.94792786801185
329,454.0686083317904
330,402.2167033611252
331,333.4615391321202
332,409.49560273538435
333,348.95867140894535
334,485.8421682887485
335,391.794510456059
336,339.9420364785621
337,378.684979088566
338,438.3820403302332
339,360.18754732643623
340,338.08567963889556
341,421.45293378079606
342,422.21254159484516
343,363.49860255274183
344,366.7221029124424
345,421.0536398691682
346,295.7278124850501
347,297.57133222225144
348,346.9775928930172
349,384.6998055124996
350,427.33602605911375
351,528.3835166179146
352,473.57921672026833
353,391.3608807330012
354,400.5307509436049
355,329.450293401657
356,402.0136379663068
357,380.4254402493767
358,428.3757161236126
359,340.25907853110505
360,445.0509665204739
361,535.138277156581
362,396.90658774128957
363,435.68636709887744
364,461.2659875803544
365,370.84309729224844
366,421.09327981595214
367,405.7788269724089
368,410.2252833070296
369,345.3618423533047
370,405.67096887073967
371,443.26940571607525
372,528.1471674444365
373,484.3950226075561
374,594.4211853444838
375,342.3972593781465
376,475.10228693482446
377,417.5542989877893
378,597.2907487736286
379,341.57019374157085
380,338.8204847154131
381,355.1503301794177
382,251.51227209718732
383,362.6558573821131
384,345.1343071149856
385,416.20275680769385
386,431.6415888046393
387,567.6329152881955
388,482.57696323219466
389,356.5180179251584
390,334.7850401980399
391,443.5291592928662
392,304.624985159224
393,561.656917536627
394,501.83846911076284
395,367.39960385506805
396,277.6490021779268
397,519.3231722527188
398,393.91760826052297
399,508.18381798612296
